        f_mass4l     f_D_bkg_kin         target
      2.3881e+00     -5.5777e-01               0
      1.2655e+00     -1.9245e-01               0
      2.3065e-01     -1.0147e+00               1
      4.2101e-01     -4.3179e-01               1
      3.8684e-01      5.6523e-01               1
      8.3103e-01     -9.7434e-01               0
      4.4054e-01      1.1530e+00               1
      2.5017e-01      8.9686e-01               1
      2.5017e-01      7.2455e-01               0
     -1.2508e+00     -1.2807e+00               0
      1.4656e+00     -1.0311e-02               0
      3.7220e-01     -5.9848e-01               1
     -1.3050e+00     -1.0908e+00               0
      1.0165e+00     -4.2126e-01               0
     -1.1234e+00     -3.5563e-01               0
      3.1851e-01     -1.1723e+00               1
     -2.8675e-01      5.1298e-03               0
      4.9911e-01     -1.4802e+00               0
      4.8447e-01      1.2489e+00               1
      1.5255e-01      1.5342e+00               1
      4.0637e-01      1.5591e+00               1
      1.1922e+00     -5.9989e-01               0
      3.9661e-01      2.6728e-01               0
      4.0149e-01     -1.2807e+00               1
      3.1363e-01      8.9265e-01               1
     -3.5997e-01      1.3436e+00               1
      4.0283e-02      1.3282e+00               1
      4.4054e-01     -3.3423e-01               1
      8.4213e-02      1.5005e+00               1
      4.0637e-01      4.7609e-01               1
      2.5017e-01      2.8292e-02               0
      2.5492e+00     -1.5213e+00               1
      1.1532e+00     -1.3765e+00               0
     -3.1116e-01      1.7419e+00               1
     -1.3860e+00     -1.9175e-01               0
      4.4542e-01     -8.5712e-01               1
     -1.3206e+00     -7.8939e-01               0
      3.7708e-01      5.5084e-01               1
     -1.1678e+00      7.7088e-01               0
     -1.5031e+00     -6.7955e-01               0
      7.9198e-01     -6.7674e-01               0
      4.0637e-01     -4.2266e-01               1
      7.8222e-01     -1.4893e+00               0
      3.7708e-01      1.0664e+00               1
      1.5046e+00     -1.2358e+00               0
     -1.1414e+00     -5.1671e-01               0
      1.8610e+00     -1.6184e+00               0
     -1.2952e+00     -1.2140e+00               0
      4.4542e-01      2.2061e-01               1
      3.1363e-01      1.6816e+00               1
     -1.3899e+00      1.5984e+00               0
      2.2577e-01      6.9753e-01               1
     -1.2576e+00     -8.6555e-01               0
     -1.2967e+00     -7.8553e-01               0
      4.4054e-01     -6.6727e-01               1
      1.5255e-01      4.3012e-01               0
      3.9173e-01      8.9581e-01               1
     -1.9288e+00     -1.1735e-01               0
      1.5290e+00      1.2117e+00               0
      5.0399e-01      5.1820e-01               0
     -1.1009e+00     -5.4795e-01               0
      1.4607e+00     -3.9810e-01               0
      8.6520e-01     -1.9631e-01               0
     -1.1829e+00      5.3470e-01               0
      3.1363e-01     -1.2667e+00               1
      4.3566e-01      1.5222e+00               1
     -1.2513e+00     -1.1454e-01               0
      4.4054e-01      1.2590e+00               1
      8.3591e-01      4.0836e-01               0
      3.2827e-01     -7.1113e-01               1
     -4.8688e-01      1.6538e+00               0
      3.5756e-01      5.0802e-01               1
      4.2101e-01      1.7764e-02               1
      2.7946e-01      1.1288e+00               1
     -1.3630e+00     -1.4821e+00               0
      2.2514e+00      1.3673e-01               0
     -1.1746e+00     -1.1400e+00               0
     -2.2330e-01     -1.9350e-01               0
      3.0875e-01      6.3963e-01               1
      4.0637e-01     -9.2626e-01               1
      3.8684e-01     -1.0052e+00               1
      1.8672e-01      1.3068e+00               1
      3.9173e-01     -2.2965e-01               1
      2.2089e-01      1.1355e+00               0
      1.2313e+00      1.0671e+00               0
      4.9423e-01      1.1573e+00               1
      3.5756e-01     -5.9532e-01               1
      2.7946e-01     -7.4904e-01               1
      1.6719e-01     -4.7425e-01               1
     -1.5358e+00      3.8976e-01               0
     -1.3040e+00      1.1673e-01               0
      4.0149e-01     -1.1516e+00               1
      2.9410e-01      1.8306e-01               1
     -1.3748e+00      1.7946e+00               0
      4.7959e-01     -7.6202e-01               1
      7.7245e-01     -2.5562e-01               0
     -1.2469e+00     -1.1533e+00               0
     -1.2654e+00      2.2166e-01               0
     -1.2503e+00     -8.0378e-01               0
     -1.0878e+00     -5.1496e-01               0
     -1.3396e+00     -4.8583e-01               0
      7.9332e-02      5.2873e-01               0
     -1.2132e+00     -1.4974e+00               0
      6.4688e-02     -2.9422e-01               0
     -8.5289e-03      1.5749e+00               1
     -1.5642e+00     -1.0919e+00               0
     -1.1449e+00     -1.4157e+00               0
     -1.0419e+00     -1.5496e+00               0
      2.7946e-01      1.7124e+00               1
      4.8447e-01      1.6995e+00               1
      3.7220e-01      9.4635e-01               1
      3.4779e-01      1.5057e+00               1
     -1.3421e+00     -1.2000e+00               0
      3.8684e-01      1.8816e-02               1
     -1.7643e+00     -1.1466e+00               0
      4.7470e-01      6.1681e-01               1
      4.7959e-01      1.2541e+00               1
     -4.1366e-01     -6.9534e-01               0
      4.2101e-01      5.9120e-01               1
      6.4554e-01     -3.9945e-03               0
      1.7096e+00     -1.5319e+00               0
     -2.2818e-01      1.5042e-01               0
     -1.2513e+00     -3.4581e-01               0
     -1.0843e+00     -1.0512e+00               0
      7.1388e-01      6.8490e-01               0
      1.6719e-01      7.6721e-02               1
      1.8672e-01      9.9618e-01               1
      3.4779e-01     -3.7002e-01               1
      2.1112e-01      7.9579e-01               1
      1.8672e-01      1.5247e+00               1
      2.8434e-01      1.0004e+00               1
      1.2334e-03     -1.0382e+00               0
      3.6244e-01      1.0916e+00               1
      2.2089e-01     -5.7462e-01               1
      9.8856e-02      2.8763e-01               1
     -1.7208e+00      5.6137e-01               0
     -1.7282e+00     -4.0582e-01               0
     -1.2972e+00     -7.0236e-01               0
      3.8196e-01      1.2675e+00               1
     -3.5509e-01     -2.5176e-01               1
      3.3315e-01      7.8456e-01               1
     -2.6723e-01     -6.3884e-01               1
     -1.4158e+00     -1.2323e+00               0
      4.1613e-01      1.0071e+00               0
      3.6732e-01      7.2104e-01               1
      4.0637e-01      1.7068e+00               1
      3.8684e-01     -4.6232e-01               1
     -1.3284e+00     -1.3590e+00               0
      3.5268e-01      9.9407e-01               1
      5.5768e-01     -8.7432e-01               1
      9.9211e-01     -1.1333e+00               0
     -1.1776e+00     -1.4256e+00               0
     -1.2586e+00     -3.7353e-01               0
      1.4021e+00      1.1323e+00               0
      3.4291e-01      1.9007e-01               1
      1.9879e+00     -1.5879e+00               0
      4.1125e-01     -6.4340e-01               1
      6.3578e-01      1.0895e+00               1
     -1.3167e+00      1.5989e-01               0
      1.5534e+00     -9.7995e-01               0
      4.8935e-01      1.5991e+00               1
      9.0913e-01     -2.7156e-02               1
      1.6901e+00      9.5933e-01               0
     -1.4470e+00     -1.1400e+00               0
      2.1197e+00     -1.5371e+00               0
      4.8447e-01     -5.6550e-01               0
     -1.4719e+00     -7.3831e-02               0
      3.3315e-01      1.6244e+00               1
      3.5268e-01     -6.3428e-01               1
     -1.3011e+00     -8.2956e-02               0
     -1.2547e+00     -1.2632e+00               0
      3.3803e-01     -3.5844e-01               1
      2.0624e-01      1.3906e+00               1
      2.3553e-01     -9.8838e-01               1
     -1.4387e+00      1.0014e+00               0
      3.7220e-01      3.9818e-01               1
      3.9661e-01      6.5226e-01               1
     -1.2825e+00      7.2947e-01               0
      2.9410e-01     -3.2440e-01               1
      3.2827e-01      1.5068e+00               1
     -1.2537e+00     -1.4008e+00               0
      5.9673e-01      2.9957e-01               0
     -9.6133e-01     -1.3537e+00               0
      1.0263e+00     -9.9013e-01               0
     -3.2580e-01     -4.4267e-01               0
      4.0637e-01     -4.5214e-01               1
      4.3077e-01      9.9162e-01               1
      2.3930e+00     -3.4526e-02               0
      3.8684e-01      1.0902e+00               1
     -1.3069e+00     -4.8092e-01               0
     -6.2222e-02      2.6131e-01               1
      3.2827e-01      1.0611e+00               1
      5.2840e-01     -1.6049e+00               0
      3.4291e-01      1.0253e+00               1
      8.8472e-01     -6.8095e-01               0
     -1.3616e+00      1.4054e+00               0
      4.2101e-01     -1.0656e+00               1
      4.0637e-01      3.5466e-01               1
      3.4291e-01      3.9572e-01               1
      4.3077e-01     -6.5955e-01               1
      3.9173e-01      4.1081e-01               1
     -1.2737e+00     -1.2277e+00               0
     -1.2205e+00     -5.5146e-01               0
     -1.1907e+00      8.5159e-01               0
      3.0386e-01      1.9043e-01               1
      2.4041e-01      9.2248e-01               1
      3.3315e-01      6.3155e-01               1
     -1.2669e+00      6.3736e-02               0
     -1.8853e+00      3.3326e-01               0
      2.7458e-01      1.4577e+00               1
     -1.2439e+00      3.4168e-01               0
      3.1363e-01     -9.3012e-01               1
      2.7458e-01     -1.5926e-02               1
      1.3338e+00     -8.3466e-01               0
      1.5339e+00     -2.6455e-02               0
