        f_mass4l     f_D_bkg_kin          f_pt4l         target
      4.2173e-01     -6.9126e-02      2.3046e+00               1
     -1.1451e+00      6.6921e-01     -4.5328e-01               0
      3.7245e-01     -9.5268e-02      3.0706e+00               1
     -1.3768e+00     -3.4962e-01     -7.1270e-01               0
      3.7245e-01     -1.3589e-01      2.3151e+00               1
      2.3932e+00      2.2974e-01     -7.1222e-01               0
      4.1681e-01     -1.4275e+00      2.9888e+00               1
      4.6116e-01      8.2782e-01      1.5306e-01               1
      5.9917e-01     -1.5945e+00     -2.4252e-01               1
      2.2504e-02     -9.1029e-02     -6.6439e-01               0
      1.7821e+00     -5.0188e-01     -2.0727e-01               0
      5.4495e-01      4.7073e-03     -5.6460e-01               0
      4.0695e-01      7.5682e-01      2.7655e+00               1
      4.2219e-02      9.3840e-01     -2.9605e-01               0
     -1.8514e+00     -9.2121e-01     -6.4211e-01               0
      1.9891e+00      1.2870e-01     -3.9244e-01               0
     -6.2809e-01     -1.1123e+00     -5.8484e-01               0
      3.1330e-01      1.1857e+00     -6.9404e-01               0
     -1.3132e+00     -1.1618e+00     -7.0992e-01               0
     -1.7947e+00      1.3305e+00     -6.7492e-01               0
      3.9216e-01      6.7874e-01     -1.2415e-01               1
      4.8581e-01      1.1338e+00      2.4465e+00               1
     -1.4029e+00     -3.7082e-01     -6.8559e-01               0
      4.1681e-01      7.5576e-01     -2.5645e-01               1
      2.1468e+00      9.1544e-01     -6.9144e-01               0
     -1.3009e+00      1.5873e-01     -6.0133e-01               0
      4.1681e-01      8.5715e-01     -1.0935e-01               1
      5.9917e-01     -4.5560e-01     -6.8089e-01               0
      4.1188e-01     -1.5497e-01     -4.5211e-01               0
     -1.2402e+00     -9.4915e-02     -5.1804e-01               0
     -4.1570e-02      1.0960e+00     -6.7566e-01               0
      4.8088e-01     -9.3923e-01     -2.1249e-01               0
     -1.3758e+00     -6.1528e-01     -6.1922e-01               0
     -1.3122e+00     -1.1279e+00     -6.7366e-01               0
      4.7595e-01     -1.0897e+00     -4.7713e-01               1
      1.8905e+00     -7.3504e-01     -9.4992e-02               1
      3.7738e-01      1.3330e+00      1.6438e-01               1
      5.0059e-01      7.1937e-01      2.0326e+00               1
      1.1122e-01      1.2606e+00     -5.0903e-01               0
      4.4145e-01      7.3103e-01     -1.6027e-01               0
      5.8931e-01      8.2818e-01     -3.6542e-01               0
      3.9216e-01     -5.7359e-01      1.0998e-01               1
     -1.2407e+00     -9.8515e-01     -4.1207e-01               0
      3.2316e-01     -1.5017e+00     -6.9796e-01               0
     -1.2161e+00      1.1811e-01     -6.6021e-01               0
      3.9709e-01     -1.8535e-01      2.7124e+00               1
      8.7025e-01     -9.7879e-01     -7.0295e-01               0
     -1.1111e+00      7.2078e-01     -5.1565e-01               0
     -6.1285e-02     -4.7680e-01      2.5270e+00               1
     -8.7848e-01     -7.6613e-01     -7.2561e-01               0
      4.3652e-01     -1.4464e+00      8.9527e-02               1
      3.1823e-01      6.4518e-01      5.4604e-01               1
      2.3937e-01     -6.7887e-01      1.3696e-01               1
      2.7880e-01      5.3602e-01      1.4697e-01               1
     -1.2319e+00     -1.3862e+00     -6.0651e-01               0
      5.0552e-01     -9.7809e-01      1.8570e-01               1
      4.6116e-01      1.5570e+00     -4.9706e-01               0
      2.4918e+00     -3.9131e-01     -4.6634e-01               0
      4.2666e-01      8.0627e-01      2.8599e+00               1
     -1.5335e+00     -1.1717e+00     -6.8215e-01               0
      4.0202e-01      8.3277e-01      2.5610e+00               1
      4.4638e-01      1.5559e+00      2.4992e+00               1
      4.2173e-01      4.3499e-01      2.7947e+00               1
      5.8438e-01     -5.3968e-01      2.6902e+00               1
      2.1961e+00      5.0458e-01     -5.9006e-01               0
      4.0695e-01      1.2917e+00     -1.7289e-01               0
      5.2031e-01     -7.4917e-01     -5.0455e-01               1
     -2.5351e-01     -7.7955e-01     -5.3136e-01               0
     -1.3364e+00     -4.0403e-01     -5.6417e-01               0
     -8.1046e-01     -1.3765e+00     -7.0990e-01               0
      2.1965e-01      1.1889e+00     -7.1940e-01               0
      2.5657e+00     -8.3113e-01     -5.9585e-01               0
     -1.2402e+00     -1.0138e+00     -6.1561e-01               0
      4.2173e-01      8.7163e-01      2.1349e+00               1
     -8.8833e-01     -1.5398e+00     -6.6957e-01               0
      8.6039e-01     -3.9343e-01     -6.9313e-01               0
     -1.0608e+00     -7.0148e-01      1.7189e+00               1
      1.3681e+00     -1.3123e+00     -7.1479e-01               0
      5.4002e-01      1.6438e-01     -6.4281e-01               0
      3.8230e-01      9.0130e-01      1.1172e-01               1
     -1.0835e+00      1.4906e+00     -6.2845e-01               0
      3.9709e-01     -1.0869e+00      5.7041e-01               1
      2.4923e-01      6.4483e-01      1.4610e-01               1
      3.6259e-01      1.4496e+00     -1.6549e-01               1
     -2.2886e-01      9.4617e-01     -1.4722e-01               1
      5.2524e-01     -4.2593e-01      6.9073e-02               1
     -1.3516e+00      1.7852e-01     -7.1146e-01               0
     -1.5192e+00      1.3012e-01     -6.9257e-01               0
     -1.2600e+00     -1.1918e+00     -5.6582e-01               0
      3.6752e-01      6.5402e-01     -3.6385e-01               1
      4.2173e-01      8.5114e-01     -9.4122e-02               1
      7.7175e-03     -7.2373e-01     -1.3459e-01               0
     -1.2181e+00     -6.1245e-01     -6.5647e-01               0
      4.7595e-01     -1.5323e+00     -6.6139e-01               0
      3.2316e-01      1.6403e+00      9.3879e-02               1
      1.6544e-01      8.2147e-01     -4.5115e-01               1
     -1.5000e-01      1.1302e+00      1.5132e-01               1
      1.6544e-01      1.1613e+00      2.5990e-02               1
      3.9216e-01      1.1161e+00      1.2499e-02               1
      4.4145e-01     -8.9330e-01      5.1666e-02               1
      2.5416e-01      1.3612e-01      2.5098e-01               1
      8.3082e-01      3.9401e-01     -6.0177e-01               0
      4.2173e-01      2.1384e-01     -2.0553e-01               0
      3.0837e-01      1.2482e-01      1.2956e-01               1
      4.0695e-01     -5.2414e-01      1.1841e-03               1
      4.7595e-01     -2.8992e-01     -2.8909e-01               1
      4.3652e-01     -3.6093e-01     -6.5395e-01               1
      5.9424e-01      1.0278e+00     -6.4481e-01               0
     -1.1969e+00     -1.2957e+00     -6.8924e-01               0
      3.8230e-01      1.0218e+00      2.7883e-01               1
     -1.2910e+00     -1.1671e+00     -6.9359e-01               0
      3.8723e-01      1.7138e+00      1.7606e+00               1
      3.9216e-01      9.1155e-01      9.7361e-02               1
     -1.6035e+00      4.0673e-01     -7.0003e-01               0
      4.0202e-01      6.0315e-01      1.3298e+00               1
      2.5908e-01     -5.8137e-01     -5.6182e-01               1
      2.4130e+00     -1.6650e+00      3.6979e-01               0
      3.8230e-01      7.9391e-01      6.2785e-01               1
      1.9994e-01      1.4210e+00      2.3793e-01               1
      5.4002e-01      3.1452e-01      3.3584e-01               1
     -4.9502e-01      5.8548e-01     -6.1696e-01               0
     -1.3102e+00     -9.8869e-01     -6.5073e-01               0
      4.1188e-01      2.6577e-01     -6.6335e-01               0
     -1.4132e+00     -1.7723e-01     -7.1615e-01               0
      4.4638e-01      6.3459e-01      1.7167e+00               1
      5.2031e-01     -7.4917e-01     -5.0455e-01               1
     -1.3635e+00      2.8238e-01     -7.0863e-01               0
      4.2173e-01      7.0312e-01      2.8386e+00               1
      1.6194e+00     -1.1152e-01     -5.9150e-01               0
      3.7738e-01     -5.8101e-01     -1.5809e-01               1
      4.1188e-01      7.3068e-01      1.9491e+00               1
      4.0202e-01      1.3991e+00      3.2107e+00               1
      5.1045e-01      3.7953e-01     -1.5113e-01               1
     -3.9644e-01      1.3266e+00      2.1336e+00               1
     -3.5208e-01     -7.8202e-01     -6.9661e-01               0
     -1.3023e+00     -9.7067e-01     -6.4063e-01               0
     -1.1017e+00     -1.5794e+00     -7.2979e-01               0
     -1.7691e+00      1.3757e+00      1.2428e+00               1
     -1.3378e+00      1.2592e+00     -6.5878e-01               0
      1.7530e-01     -1.5228e+00     -3.1555e-01               1
      2.1473e-01     -9.3711e-01      1.7918e-01               1
     -1.3344e+00      2.7814e-01     -6.9140e-01               0
     -1.1284e+00     -1.4213e+00     -3.1528e-01               0
     -1.6769e+00      1.8205e-01      1.2215e+00               1
      3.9709e-01     -4.6903e-01      2.1356e-01               1
     -1.3921e+00     -8.6151e-01     -6.5325e-01               0
     -1.6592e+00     -6.4107e-01     -5.5224e-01               0
      3.4780e-01      7.5714e-02      3.1885e+00               1
     -1.4073e+00      6.9288e-01     -6.0660e-01               0
      3.8723e-01      8.6633e-01      1.2217e-01               1
      1.7476e+00     -1.2176e+00     -6.7740e-01               0
      4.7595e-01     -1.1155e+00     -1.8334e-01               1
     -1.2890e+00     -9.4064e-01     -6.7653e-01               0
      2.9359e-01      1.2761e+00     -2.5688e-01               1
     -1.3482e+00      1.0589e+00     -5.6909e-01               0
     -1.3428e+00     -5.5628e-01     -7.2112e-01               0
      4.5131e-01     -8.4526e-01      2.4822e+00               1
     -1.5493e-01     -8.5480e-01      2.3090e+00               1
      6.6324e-01      6.9288e-01     -6.8385e-01               0
      1.0970e+00      4.3393e-01     -6.8976e-01               0
     -1.1634e+00     -1.3955e+00     -6.9517e-01               0
     -5.4430e-01     -1.0053e+00      2.4443e+00               1
      2.3444e-01      1.3259e+00      1.8277e+00               1
     -1.0554e+00     -1.1469e+00     -6.8794e-01               0
      4.5131e-01      2.3963e-01      2.5079e+00               1
      4.6116e-01     -3.3902e-01      2.6752e-01               1
      8.0618e-01      1.5520e+00     -6.6222e-01               0
     -1.2171e+00     -1.2558e+00     -7.0570e-01               0
      2.1473e-01     -4.6267e-01      2.3814e-02               1
      1.3681e+00     -6.5025e-01     -3.8827e-01               0
      3.2316e-01     -2.4470e-01      3.9481e-02               1
      3.5766e-01      5.9043e-01     -1.7594e-01               1
      1.7426e+00      1.1504e+00     -6.3806e-01               0
      9.1461e-01      6.2858e-01     -5.0411e-01               0
     -1.6424e+00      6.1516e-01      8.5981e-01               1
     -1.3073e+00      6.5932e-01     -7.1715e-01               0
      3.8723e-01      1.3365e+00     -5.3710e-01               1
     -1.3053e+00     -3.5315e-01     -6.9024e-01               0
      2.0088e+00      3.6328e-01     -5.9333e-01               0
      4.1188e-01      8.8894e-01      1.7284e+00               1
      4.0695e-01      6.3459e-01      1.4608e+00               1
      3.7245e-01     -1.4013e-01      2.0409e+00               1
     -1.2905e+00      4.1097e-01     -6.8067e-01               0
      4.8581e-01      3.0849e-02      1.9987e+00               1
      2.2951e-01      9.3522e-01      2.5261e+00               1
      3.9216e-01      5.1130e-01      2.6937e+00               1
      3.3302e-01      3.6502e-02      7.5166e-02               1
     -1.2683e+00     -6.0292e-01     -6.4903e-01               0
      5.7945e-01     -1.0304e-01      1.9267e-01               1
      1.8515e-01     -3.1465e-01     -6.2789e-02               1
     -3.6194e-01      1.3842e+00     -6.2396e-01               0
      4.3159e-01      2.7814e-01      2.7316e+00               1
      6.0903e-01     -1.1144e+00     -3.3143e-01               1
     -1.6926e-02      1.0900e+00      8.9680e-01               1
     -1.2688e+00     -7.0642e-01     -7.2697e-01               0
     -1.4453e+00     -1.3192e+00     -7.2991e-01               0
     -2.1831e+00      1.1924e+00     -6.0386e-01               0
     -1.4379e+00     -1.4824e+00     -7.2705e-01               0
     -1.2536e+00     -7.6507e-01     -5.5764e-01               0
      5.0552e-01     -8.0569e-01     -6.9527e-01               0
     -1.2250e+00     -1.2989e+00     -3.5785e-01               0
     -7.5131e-01      2.2833e-01     -6.8559e-01               0
     -1.1648e+00     -6.7004e-01     -6.9454e-01               0
      3.2809e-01     -9.0037e-01      1.1085e-01               1
     -1.2338e+00     -1.0088e+00     -7.0076e-01               0
      4.4638e-01      1.1995e+00      1.7526e-01               1
      3.8230e-01      1.6993e+00     -9.5428e-02               1
